Title,Rating,Studio,Adaptation,Genre,Duration,Show Type,No of Episodes,Year of Release
Healin’ Good Pretty Cure,3.60 Excellent,"Toei Animation Co., Ltd.",Original Work,Action,~24min,TV-Series,45,2020
Urara Meirocho,3.38 Excellent,"J.C.STAFF Co., Ltd.",Manga,Comedy,~24min,TV-Series,12,2017
The Water Magician,3.41 Excellent,"Typhoon Graphics Co., Ltd., Wonderland",Light Novel,Adventure,~24min,TV-Series,12,2025
The Detective Is Already Dead,3.37 Excellent,ENGI Co.Ltd.,Light Novel,Drama,~24min,TV-Series,12,2021
BeyWheelz,3.85 Excellent,"SynergySP Co. ,Ltd.",,Ganbatte,~23min,TV-Series,13,
Pumpkin Scissors,3.37 Excellent,"Anime International Co., Inc., Gonzo K.K.",Manga,Action Drama,~24min,TV-Series,24,2006
In Another World with My Smartphone 2,3.37 Excellent,"J.C.STAFF Co., Ltd.",Light Novel,Adventure,~24min,TV-Series,12,2023
OreShura,3.36 Excellent,A-1 Pictures Inc.,Light Novel,Romantic Comedy,~24min,TV-Series,13,2013
Minami-ke Okawari,3.36 Excellent,asread,Manga,Slice of Life Comedy,~24min,TV-Series,13,2008
Shomin Sample,3.36 Excellent,SILVER LINK.,Light Novel,Romantic Comedy,~24min,TV-Series,12,2015
Love Lab,3.37 Excellent,Doga Kobo,Manga,Comedy,~24min,TV-Series,13,2013
Granblue Fantasy: The Animation,3.36 Excellent,A-1 Pictures Inc.,Video Game,Adventure,~24min,TV-Series,13,2017
The Iceblade Sorcerer Shall Rule the World,3.36 Excellent,CLOUDHEARTS Inc.,Light Novel,Action Comedy,~24min,TV-Series,12,2023
Humanity Has Declined,3.37 Excellent,"Anime International Co., Inc.",Light Novel,Nonsense-Comedy,~24min,TV-Series,12,2012
Elegant Yokai Apartment Life,3.37 Excellent,"Shin-ei Animation Co., Ltd.",Light Novel,Drama,~24min,TV-Series,26,2017
Yuyushiki,3.37 Excellent,"Kinema Citrus Co., Ltd.",Manga,Comedy,~24min,TV-Series,12,2013
Undefeated Bahamut Chronicle,3.36 Excellent,Lerche,Light Novel,Action,~24min,TV-Series,12,2016
Betrothed to My Sister’s Ex,3.50 Excellent,"LandQ Studios Co., Ltd.",Light Novel,Romance,~24min,TV-Series,12,2025
Angel’s 3Piece!,3.38 Excellent,project No.9,Light Novel,Slice of Life Drama,~24min,TV-Series,12,2017
Myriad Colors Phantom World,3.36 Excellent,"Kyoto Animation Co., Ltd.",Novel,Action Comedy,~24min,TV-Series,13,2016
Kinmoza!,3.36 Excellent,Studio Gokumi,Manga,Comedy,~24min,TV-Series,12,2013
"The Fruit of Evolution: Before I Knew It, My Life Had It Made",3.36 Excellent,HOTLINE,Light Novel,Action Comedy,~24min,TV-Series,12,2021
Toriko,3.37 Excellent,"Toei Animation Co., Ltd.",Manga,Fighting-Shounen,~25min,TV-Series,147,2011
A Playthrough of a Certain Dude’s VRMMO Life,3.36 Excellent,"MAHO FILM Co., Ltd.",Light Novel,Adventure,~24min,TV-Series,12,2023
Little Busters!,3.36 Excellent,"J.C.STAFF Co., Ltd.",Visual Novel,Sentimental Drama,~24min,TV-Series,26,2012
The Ryuo’s Work Is Never Done!,3.37 Excellent,project No.9,Light Novel,Comedy,~24min,TV-Series,12,2018
Medaka Kuroiwa Is Impervious to My Charms,3.37 Excellent,"SynergySP Co. ,Ltd.",Manga,Romantic Comedy,~24min,TV-Series,12,2025
The Strongest Sage with the Weakest Crest,3.35 Excellent,"J.C.STAFF Co., Ltd.",Light Novel,Adventure,~24min,TV-Series,12,2022
Magical Girl Site,3.36 Excellent,production dóA,Manga,Horror,~24min,TV-Series,12,2018
Rosario + Vampire Capu2,3.35 Excellent,Gonzo K.K.,Manga,Romantic Comedy,~24min,TV-Series,13,2008
Wasteful Days of High School Girls,3.39 Excellent,"Passione Co., Ltd.",Manga,Comedy,~24min,TV-Series,12,2019
Kanon,3.36 Excellent,"Toei Animation Co., Ltd.",Visual Novel,Sentimental Drama,~24min,TV-Series,13,2002
Witchblade,3.35 Excellent,Gonzo K.K.,Comic,Action Drama,~24min,TV-Series,24,2006
Cue!,3.41 Excellent,"Graphinica, Inc., Yumeta Co., Ltd.",Video Game,?,~24min,TV-Series,24,2022
22/7,3.38 Excellent,A-1 Pictures Inc.,Other,Ganbatte,~24min,TV-Series,12,2020
The iDOLM@STER: Cinderella Girls - U149,3.49 Excellent,"CygamesPictures, Inc.",Video Game,Slice of Life,~24min,TV-Series,12,2023
Hozuki’s Coolheadedness,3.32 Excellent,"WIT STUDIO, Inc.",Manga,Comedy,~24min,TV-Series,13,2014
Inukami!,3.31 Excellent,Seven Arcs Ltd.,Light Novel,Action Comedy,~24min,TV-Series,26,2006
She Professed Herself Pupil of the Wise Man,3.31 Excellent,studio A-CAT,Light Novel,Adventure,~24min,TV-Series,12,2021
"Good Bye, Dragon Life",3.31 Excellent,"SynergySP Co. ,Ltd., Vega Entertainment Co., Ltd.",Light Novel,Adventure,~24min,TV-Series,12,2024
"Why the Hell Are You Here, Teacher!?",3.31 Excellent,"Tear Studio Co., Ltd.",Manga,Romantic Comedy,~12min,TV-Series,12,2019
Welcome to Irabu's Office,3.35 Excellent,"Toei Animation Co., Ltd.",Short Story,Comedy,~23min,TV-Series,11,2009
Sonny Boy,3.33 Excellent,MADHOUSE Inc.,Original Work,Supernatural Drama,~24min,TV-Series,12,2021
MM!,3.31 Excellent,"XEBEC, Inc.",Light Novel,Romantic Comedy,~24min,TV-Series,12,2010
Jyu-Oh-Sei: Planet of the Beast King,3.31 Excellent,BONES Inc.,Manga,Adventure,~23min,TV-Series,11,2006
After-School Hanako-kun,3.36 Excellent,Lerche,Manga,Comedy,~10min,TV-Series,4,2023
Phi Brain: Puzzle of God - The Orpheus Order,3.33 Excellent,SUNRISE Inc.,Original Work,Thriller,~25min,TV-Series,25,2012
A Condition Called Love,3.32 Excellent,EAST FISH STUDIO lnc.,Manga,Romance,~24min,TV-Series,12,2024
Joker Game,3.31 Excellent,"Production I.G., Inc.",Novel,Espionage Thriller,~24min,TV-Series,12,2016
Campione!,3.30 Excellent,diomedéa inc.,Light Novel,Action,~24min,TV-Series,13,2012
GJ Club,3.31 Excellent,Doga Kobo,Light Novel,Comedy,~23min,TV-Series,12,2013
Servamp,3.31 Excellent,"Brain’s Base, Platinumvision Co., Ltd.",Manga,Action Drama,~24min,TV-Series,12,2016
Boruto: Naruto Next Generations,3.31 Excellent,"Pierrot Co., Ltd.",Manga,Fighting-Shounen,~24min,TV-Series,293,2017
Saber Rider and the Star Sheriffs,3.31 Excellent,"Pierrot Co., Ltd.",Original Work,Action,~23min,TV-Series,51,1984
Denki-gai,3.31 Excellent,"Shin-ei Animation Co., Ltd.",Manga,Comedy,~24min,TV-Series,12,2014
Earl and Fairy,3.31 Excellent,Artland Inc.,Light Novel,Adventure,~25min,TV-Series,12,2008
Moon Phase,3.30 Excellent,SHAFT Inc.,Manga,Comedy,~24min,TV-Series,25,2004
Onihei,3.33 Excellent,Studio M2,Novel,Crime Fiction,~24min,TV-Series,13,2017
Binbou Shimai Monogatari,3.31 Excellent,"Toei Animation Co., Ltd.",Manga,Slice of Life Drama,~24min,TV-Series,10,2006
Gugure! Kokkuri-san,3.31 Excellent,"TMS Entertainment Co., Ltd.",Manga,Comedy,~24min,TV-Series,12,2014
The Unaware Atelier Meister,3.31 Excellent,EMT Squared,Light Novel,Action Comedy,~24min,TV-Series,12,2025
Assault Lily: Bouquet,3.32 Excellent,SHAFT Inc.,Other,Action,~24min,TV-Series,12,2020
The Little Lies We All Tell,3.34 Excellent,Studio Flad Ltd.,Manga,Comedy,~23min,TV-Series,11,2022
Bodacious Space Pirates,3.30 Excellent,Satelight Inc.,Light Novel,Adventure,~24min,TV-Series,26,2012
Suppose a Kid from the Last Dungeon Boonies Moved to a Starter Town?,3.30 Excellent,LIDEN FILMS Inc.,Light Novel,Action Comedy,~24min,TV-Series,12,2021
ID-0,3.32 Excellent,SANZIGEN Inc.,Original Work,Action,~24min,TV-Series,12,2017
Shaman King,3.30 Excellent,"XEBEC, Inc.",Manga,Fighting-Shounen,~25min,TV-Series,64,2001
Days,3.31 Excellent,"MAPPA Co., Ltd.",Manga,Ganbatte,~25min,TV-Series,24,2016
Babylon,3.31 Excellent,REVOROOT Inc.,Novel,Drama,~24min,TV-Series,12,2019
No.6,3.30 Excellent,BONES Inc.,Novel,Drama,~24min,TV-Series,11,2011
Anime AzurLane: Slow Ahead!,3.32 Excellent,"Candy Box Co., Ltd., Yostar Pictures Inc.",Video Game,Comedy,~9min,TV-Series,12,2020
Killing Bites,3.30 Excellent,LIDEN FILMS Inc.,Manga,Action,~24min,TV-Series,12,2018
Mysteria Friends,3.31 Excellent,"CygamesPictures, Inc.",Video Game,Slice of Life,~14min,TV-Series,10,2019
Outlaw Star,3.31 Excellent,SUNRISE Inc.,Manga,Adventure,~24min,TV-Series,24,1998
Sakuna: Of Rice and Ruin,3.35 Excellent,"P.A. Works Co., Ltd.",Video Game,?,~24min,TV-Series,13,2024
Ultramarine Magmell,3.30 Excellent,"St.Signpost.CO.,Ltd.",Manhua,Adventure,~24min,TV-Series,13,2019
Tokyo Majin (Part 2),3.30 Excellent,"Anime International Co., Inc., BeSTACK",Video Game,Action,~24min,TV-Series,12,2007
GaoGaiGar: King of the Braves,3.42 Excellent,SUNRISE Inc.,Original Work,Action,~24min,TV-Series,49,1997
Tales of the Abyss,3.29 Excellent,SUNRISE Inc.,Video Game,Adventure,~24min,TV-Series,26,2008
Aokana: Four Rhythm Across the Blue,3.30 Excellent,Gonzo K.K.,Visual Novel,Ganbatte,~24min,TV-Series,12,2016
Harem in the Labyrinth of Another World,3.29 Excellent,"Passione Co., Ltd.",Light Novel,Action Drama,~24min,TV-Series,12,2022
Dance with Devils,3.30 Excellent,Brain’s Base,Original Work,Romantic Drama,~24min,TV-Series,12,2015
Blue Gender,3.31 Excellent,"Anime International Co., Inc.",Original Work,Action Drama,~25min,TV-Series,26,1999
TenPuru,3.30 Excellent,Gekkou,Manga,Romantic Comedy,~24min,TV-Series,12,2023
Simoun,3.30 Excellent,"Studio DEEN Co., Ltd.",Original Work,Action Drama,~24min,TV-Series,26,2006
Ginga Densetsu Weed,3.40 Excellent,"Studio DEEN Co., Ltd.",Manga,Adventure,~24min,TV-Series,26,2005
Space Patrol Luluco,3.30 Excellent,TRIGGER Inc.,Original Work,Nonsense-Comedy,~8min,TV-Series,13,2016
Pokémon: Black & White Season 2 - Episode N,3.32 Excellent,"OLM, Inc.",Video Game,Adventure,~25min,TV-Series,14,2013
"Yusibu: I Couldn’t Become a Hero, So I Reluctantly Decided to Get a Job",3.29 Excellent,asread,Light Novel,Romantic Comedy,~24min,TV-Series,12,2013
D.C.II S.S.: Da Capo II Second Season,3.30 Excellent,feel.,Visual Novel,Sentimental Drama,~24min,TV-Series,13,2008
Dragon Quest: Dai no Daibouken,3.50 Excellent,"Toei Animation Co., Ltd.",Video Game,Adventure,~24min,TV-Series,46,1991
The Melancholy of Haruhi Suzumiya Second Season,3.29 Excellent,"Kyoto Animation Co., Ltd.",Light Novel,Slice of Life Comedy,~25min,TV-Series,28,2009
Dance in the Vampire Bund,3.29 Excellent,SHAFT Inc.,Manga,Action Drama,~24min,TV-Series,12,2010
Hyper Police,3.33 Excellent,"Pierrot Co., Ltd.",Manga,Action Comedy,~24min,TV-Series,25,1997
Classroom Crisis,3.30 Excellent,Lay-duce Inc.,Original Work,Slice of Life Drama,~25min,TV-Series,13,2015
Lapis Re:LiGHTs,3.32 Excellent,Yokohama Animation Lab,Original Work,Ganbatte,~24min,TV-Series,12,2020
Sakugan,3.30 Excellent,Satelight Inc.,Novel,Adventure,~24min,TV-Series,12,2021
Rosario + Vampire,3.28 Excellent,Gonzo K.K.,Manga,Romantic Comedy,~24min,TV-Series,13,2008
Keijo!!!!!!!!,3.29 Excellent,"XEBEC, Inc.",Manga,Ganbatte,~24min,TV-Series,12,2016
Eureka Seven AO,3.29 Excellent,BONES Inc.,Original Work,Action Drama,~24min,TV-Series,24,2012
PuraOre! Pride of Orange,3.35 Excellent,"C2C Co., Ltd.",Original Work,Ganbatte,~24min,TV-Series,12,2021
Cardcaptors,3.28 Excellent,MADHOUSE Inc.,Manga,Action Comedy,~25min,TV-Series,70,1998
Boogiepop and Others,3.29 Excellent,MADHOUSE Inc.,Light Novel,Horror,~24min,TV-Series,18,2019
His and Her Circumstances,3.28 Excellent,"Gainax Co., Ltd., J.C.STAFF Co., Ltd.",Manga,Romantic Comedy,~24min,TV-Series,26,1998
Strike Witches,3.28 Excellent,Gonzo K.K.,Original Work,Action Comedy,~24min,TV-Series,12,2008
Maria Watches over Us,3.29 Excellent,"Studio DEEN Co., Ltd.",Light Novel,Slice of Life Drama,~24min,TV-Series,13,2004
Spy Classroom,3.30 Excellent,feel.,Light Novel,?,~24min,TV-Series,12,2022
Miss Caretaker of Sunohara-sou,3.29 Excellent,SILVER LINK.,Manga,Romantic Comedy,~24min,TV-Series,12,2018
Saint Tail,3.36 Excellent,"TMS Entertainment Co., Ltd.",Manga,Romance,~23min,TV-Series,43,1995
VTuber Legend: How I Went Viral after Forgetting to Turn Off My Stream,3.31 Excellent,"TNK Co., Ltd.",Light Novel,Comedy,~24min,TV-Series,12,2024
Fate/Strange Fake,3.53 Excellent,A-1 Pictures Inc.,Light Novel,Action,~?min,TV-Series,12,2024
"Momo, Girl God of Death - Ballad of a Shinigami",3.28 Excellent,"Group Tac Co., Ltd.",Light Novel,Slice of Life Drama,~24min,TV-Series,6,2006
Summer Pockets,3.35 Excellent,feel.,Visual Novel,?,~24min,TV-Series,26,2025
Madlax,3.29 Excellent,Bee Train Productions Inc.,Original Work,Action Drama,~25min,TV-Series,26,2004
Uchitama?! Have You Seen My Tama?,3.34 Excellent,"Lapintrack, MAPPA Co., Ltd.",,Comedy,~23min,TV-Series,11,2020
Allison & Lillia,3.29 Excellent,MADHOUSE Inc.,Light Novel,Adventure,~24min,TV-Series,26,2008
The Dawn of the Witch,3.28 Excellent,"Tezuka Productions Co., Ltd.",Light Novel,Action Comedy,~24min,TV-Series,12,2022
Full Dive: This Ultimate Next-Gen Full Dive RPG Is Even Shittier than Real Life!,3.28 Excellent,ENGI Co.Ltd.,Light Novel,Comedy,~24min,TV-Series,12,2021
Rent-a-Girlfriend: Season 4,3.39 Excellent,"TMS Entertainment Co., Ltd.",Manga,Romantic Comedy,~?min,TV-Series,12,2025
Pop Team Epic: Season 2,3.42 Excellent,"Kamikazedouga Co., Ltd., Space Neko Company Ltd.",Manga,Nonsense-Comedy,~24min,TV-Series,12,2022
My Unique Skill Makes Me OP Even at Level 1,3.28 Excellent,"MAHO FILM Co., Ltd.",Light Novel,Adventure,~24min,TV-Series,12,2023
Suicide Squad Isekai,3.30 Excellent,"WIT STUDIO, Inc.",Comic,Action,~?min,TV-Series,10,2024
Inazuma Eleven GO: Chrono Stone,3.35 Excellent,"OLM, Inc.",Video Game,Ganbatte,~24min,TV-Series,51,2012
Digimon Adventure:,3.30 Excellent,"Toei Animation Co., Ltd.",Original Work,Adventure,~23min,TV-Series,67,2020
Headhunted to Another World: From Salaryman to Big Four!,3.28 Excellent,"CompTown inc., GEEK TOYS Inc.",Manga,Adventure,~24min,TV-Series,12,2025
Ashita no Nadja,3.34 Excellent,"Toei Animation Co., Ltd.",Original Work,Adventure,~25min,TV-Series,50,2003
Marmalade Boy,3.31 Excellent,"Toei Animation Co., Ltd.",Manga,Romantic Comedy,~24min,TV-Series,76,1994
Dagashi Kashi Season 2,3.28 Excellent,"Tezuka Productions Co., Ltd.",Manga,Nonsense-Comedy,~12min,TV-Series,12,2018
White Album (Season 2),3.29 Excellent,Seven Arcs Ltd.,Visual Novel,Romantic Drama,~25min,TV-Series,13,2009
Absolute Duo,3.27 Excellent,"8bit Corp, Inc.",Light Novel,Action,~24min,TV-Series,12,2015
Demon King Daimao,3.27 Excellent,Artland Inc.,Light Novel,Action Comedy,~24min,TV-Series,12,2010
Revenger,3.29 Excellent,"AJIADO CO.,LTD.",Original Work,Action Drama,~24min,TV-Series,12,2023
Pokémon: The Series - Sun & Moon,3.29 Excellent,"OLM, Inc.",Video Game,Adventure,~25min,TV-Series,146,2016
Gokudo,3.30 Excellent,Trans Arts,Light Novel,Adventure Comedy,~23min,TV-Series,26,1999
Yuki Yuna Is a Hero,3.28 Excellent,Studio Gokumi,Original Work,Drama,~25min,TV-Series,12,2014
Www.Wagnaria!!,3.28 Excellent,A-1 Pictures Inc.,Manga,Comedy,~24min,TV-Series,13,2016
Koukaku Kidoutai: Stand Alone Complex - Tachikoma na Hibi,3.50 Excellent,,,Comedy,~4min,TV-Series,12,2007
Cromartie High School,3.26 Excellent,"Production I.G., Inc.",Manga,Comedy,~12min,TV-Series,26,2003
Afro Samurai,3.23 Excellent,Gonzo K.K.,Manga,Fighting-Shounen,~28min,TV-Series,5,2007
Sarazanmai,3.26 Excellent,"Lapintrack, MAPPA Co., Ltd.",Original Work,Drama,~23min,TV-Series,11,2019
Princess Princess,3.23 Excellent,"Studio DEEN Co., Ltd.",Manga,Comedy,~23min,TV-Series,12,2006
Senki Zesho Symphogear,3.24 Excellent,Satelight Inc.,Original Work,Action,~24min,TV-Series,13,2012
City The Animation,3.33 Excellent,"Kyoto Animation Co., Ltd.",Manga,Comedy,~?min,TV-Series,12,2025
Moyashimon Returns (Season 2),3.25 Excellent,"Shirogumi Inc., Telecom Animation Film Co., Ltd.",Manga,Comedy,~23min,TV-Series,11,2012
Voice of Fox,3.27 Excellent,"Yumeta Co., Ltd.",Manhua,Drama,~13min,TV-Series,12,2018
My Sweet Tyrant,3.24 Excellent,"Yumeta Co., Ltd.",Manga,Romantic Comedy,~4min,TV-Series,25,2018
Bad Girl,3.40 Excellent,Bridge Inc.,Manga,Comedy,~?min,TV-Series,12,2025
Digimon Ghost Game,3.29 Excellent,"Toei Animation Co., Ltd.",,Adventure,~23min,TV-Series,67,2021
Flower and Asura,3.30 Excellent,"StudioBind Co., Ltd.",Manga,Drama,~23min,TV-Series,12,2025
The Tower of Druaga: The Sword of Uruk,3.23 Excellent,Gonzo K.K.,Video Game,Adventure,~25min,TV-Series,12,2009
Trinity Blood,3.22 Mediocre,Gonzo K.K.,Light Novel,Action,~24min,TV-Series,24,2005
Re:Stage! Dream Days♪,3.34 Excellent,"Graphinica, Inc., Yumeta Co., Ltd.",Light Novel,Ganbatte,~24min,TV-Series,12,2019
After War Gundam X,3.24 Excellent,SUNRISE Inc.,Original Work,Action,~24min,TV-Series,39,1996
Mr. Tonegawa Middle Management Blues!,3.28 Excellent,MADHOUSE Inc.,Manga,Comedy,~23min,TV-Series,24,2018
A Good Librarian Like a Good Shepherd,3.23 Excellent,"Felix Film, Hoods Entertainment Inc.",Visual Novel,Romance,~24min,TV-Series,12,2014
Pani Poni Dash!,3.24 Excellent,SHAFT Inc.,Manga,Nonsense-Comedy,~23min,TV-Series,26,2005
A Centaur’s Life,3.23 Excellent,"EMON Co., Ltd.",Manga,Comedy,~24min,TV-Series,12,2017
Brighter than the Dawning Blue,3.23 Excellent,Daume,Visual Novel,Romantic Comedy,~24min,TV-Series,12,2006
Kiyo in Kyoto: From the Maiko House,3.36 Excellent,"J.C.STAFF Co., Ltd.",Manga,Slice of Life Drama,~25min,TV-Series,12,2021
Mushibugyo,3.23 Excellent,"Seven Arcs Co.,Ltd.",Manga,Fighting-Shounen,~23min,TV-Series,26,2013
Joshiraku,3.24 Excellent,"J.C.STAFF Co., Ltd.",Manga,Comedy,~24min,TV-Series,13,2012
Scorching Ping Pong Girls,3.24 Excellent,"Kinema Citrus Co., Ltd.",Manga,Ganbatte,~24min,TV-Series,12,2016
Hypnosismic: Division Rap Battle - Rhyme Anima,3.28 Excellent,A-1 Pictures Inc.,Other,Ganbatte,~24min,TV-Series,13,2020
Hundred,3.22 Mediocre,"Production IMS Co., Ltd.",Light Novel,Action Comedy,~24min,TV-Series,12,2016
Touken Ranbu: Hanamaru 2,3.32 Excellent,Doga Kobo,Video Game,?,~24min,TV-Series,12,2018
Pretty Boy Detective Club,3.27 Excellent,SHAFT Inc.,Light Novel,Crime Fiction,~24min,TV-Series,12,2021
New Saga,3.27 Excellent,"Sotsu Co., Ltd.",Light Novel,Adventure,~24min,TV-Series,12,2025
Mouryou no Hako,3.22 Mediocre,MADHOUSE Inc.,Novel,Crime Fiction,~25min,TV-Series,13,2008
Chi’s Sweet Home,3.22 Mediocre,MADHOUSE Inc.,Manga,Comedy,~3min,TV-Series,104,2008
Starmyu Season 3,3.38 Excellent,"C-Station Co., Ltd",Original Work,Ganbatte,~25min,TV-Series,12,2019
RideBack,3.22 Mediocre,MADHOUSE Inc.,Manga,Drama,~24min,TV-Series,12,2009
Lostorage Conflated Wixoss,3.27 Excellent,"J.C.STAFF Co., Ltd.",Original Work,Drama,~23min,TV-Series,12,2018
Tears to Tiara,3.22 Mediocre,"WHITE FOX Co., Ltd.",Visual Novel,Action,~25min,TV-Series,26,2009
Hinako Note,3.24 Excellent,"Passione Co., Ltd.",Manga,Comedy,~24min,TV-Series,12,2017
12-sai. Chicchana Mune no Tokimeki (2016),3.30 Excellent,"OLM, Inc.",Manga,Romance,~24min,TV-Series,12,2016
Ayakashi: Samurai Horror Tales,3.22 Mediocre,"Toei Animation Co., Ltd.",Original Work,Ghost Stories,~23min,TV-Series,11,2006
Cheer Boys!!,3.24 Excellent,Brain’s Base,Light Novel,Ganbatte,~24min,TV-Series,12,2016
Sketchbook: Full Color’s,3.24 Excellent,HAL FILM MAKER Inc.,Manga,Slice of Life Drama,~24min,TV-Series,13,2007
El Cazador de la Bruja,3.21 Mediocre,Bee Train Productions Inc.,Original Work,Adventure,~24min,TV-Series,26,2007
Ramen Akaneko,3.33 Excellent,"E&H production Co., Ltd.",Manga,Slice of Life,~23min,TV-Series,12,2024
Yu-Gi-Oh! Zexal II,3.24 Excellent,"GALLOP Co., Ltd.",Manga,Ganbatte,~25min,TV-Series,73,2012
Code: Realize - Guardian of Rebirth,3.23 Excellent,M.S.C. Inc.,Visual Novel,Adventure,~24min,TV-Series,12,2017
Rumiko Takahashi Anthology,3.24 Excellent,"TMS Entertainment Co., Ltd.",Manga,Comedy,~24min,TV-Series,13,2003
Kimi ga Aruji de Shitsuji ga Ore de,3.21 Mediocre,"ACGT Co., Ltd.",Visual Novel,Romantic Comedy,~25min,TV-Series,13,2008
Orenchi no Furo Jijo,3.22 Mediocre,ASAHI PRODUCTION,Manga,Comedy,~4min,TV-Series,13,2014
Mobile Suit Zeta Gundam,3.24 Excellent,SUNRISE Inc.,Original Work,Action Drama,~24min,TV-Series,50,1985
Natsu no Arashi! Season 2,3.25 Excellent,SHAFT Inc.,Manga,Comedy,~24min,TV-Series,13,2009
"Three Leaves, Three Colors",3.24 Excellent,Doga Kobo,Manga,Comedy,~24min,TV-Series,12,2016
Beyblade Burst,3.26 Excellent,"OLM, Inc.",Manga,Ganbatte,~24min,TV-Series,51,2016
Saiyuki Reload Blast,3.25 Excellent,"Platinumvision Co., Ltd.",Manga,Adventure,~23min,TV-Series,12,2017
Attack on Titan: Junior High,3.22 Mediocre,"Production I.G., Inc.",Manga,Comedy,~17min,TV-Series,12,2015
Hyperdimension Neptunia,3.21 Mediocre,David Production Inc.,Video Game,Action Comedy,~24min,TV-Series,12,2013
Ginban Kaleidoscope,3.21 Mediocre,Karaku,Light Novel,Ganbatte,~24min,TV-Series,12,2005
Brothers Conflict,3.21 Mediocre,Brain’s Base,Light Novel,Romance,~24min,TV-Series,12,2013
Midnight Occult Civil Servants,3.23 Excellent,LIDEN FILMS Inc.,Manga,Drama,~24min,TV-Series,12,2019
Sailor Moon Sailor Stars,3.21 Mediocre,"Toei Animation Co., Ltd.",Manga,Adventure,~25min,TV-Series,34,1996
Kimagure Orange Road TV,3.24 Excellent,"Pierrot Co., Ltd.",Manga,Romantic Comedy,~25min,TV-Series,48,1987
Katana Maidens: Toji no Miko,3.22 Mediocre,Studio Gokumi,Original Work,Action,~24min,TV-Series,24,2018
Star Blazers,3.26 Excellent,Tokyo Video,Original Work,Adventure,~25min,TV-Series,26,1974
Muv-Luv Alternative: Total Eclipse,3.21 Mediocre,"Satelight Inc., aNCHOR Inc.",Light Novel,Action Drama,~25min,TV-Series,24,2012
Library War,3.22 Mediocre,"Production I.G., Inc.",Light Novel,Action Comedy,~23min,TV-Series,12,2008
Fist of the North Star,3.23 Excellent,"Toei Animation Co., Ltd.",Manga,Action,~25min,TV-Series,109,1984
My Wife is the Student Council President,3.21 Mediocre,Animation Studio Seven,Manga,Romantic Comedy,~8min,TV-Series,12,2015
Patlabor: The Mobile Police - The TV Series,3.29 Excellent,SUNRISE Inc.,,Action Comedy,~25min,TV-Series,47,1989
Phantom of the Idol,3.29 Excellent,Studio Gokumi,Manga,Comedy,~24min,TV-Series,10,2022
Natsu-iro Kiseki,3.21 Mediocre,SUNRISE Inc.,Original Work,Slice of Life Drama,~24min,TV-Series,12,2012
